Day,Volume Ξ,Floor Price Ξ
2022-01-26T00:00:00+00:00,1540.9769,97.19883
2022-01-25T00:00:00+00:00,3364.76,93.96000000000001
2022-01-24T00:00:00+00:00,2686.9169,57.30200000000001
2022-01-23T00:00:00+00:00,1734.797,84.98
2022-01-22T00:00:00+00:00,2358.9069,79.768
2022-01-21T00:00:00+00:00,1906.47,81.8
2022-01-20T00:00:00+00:00,2138.41,82.099
2022-01-19T00:00:00+00:00,989.99,84.65
2022-01-18T00:00:00+00:00,1457.07,77.45
2022-01-17T00:00:00+00:00,686.099,74.56700000000001
2022-01-16T00:00:00+00:00,2497.29,83.84
2022-01-15T00:00:00+00:00,3097.42,79
2022-01-14T00:00:00+00:00,1724.55,74.938
2022-01-13T00:00:00+00:00,1344.0,85.6
2022-01-12T00:00:00+00:00,1630.809,75.36
2022-01-11T00:00:00+00:00,1720.5534959618421,77.972
2022-01-10T00:00:00+00:00,2946.66,77.82
2022-01-09T00:00:00+00:00,4423.92,70.6
2022-01-08T00:00:00+00:00,1611.40,68.45
2022-01-07T00:00:00+00:00,1978.5277,67.94
2022-01-06T00:00:00+00:00,1765.486969,65.765
2022-01-05T00:00:00+00:00,1640.7299,51.400000000000006
2022-01-04T00:00:00+00:00,1814.7609,69.753
2022-01-03T00:00:00+00:00,4065.7538,73
2022-01-02T00:00:00+00:00,4987.2899,69
2022-01-01T00:00:00+00:00,6518.91,65
2021-12-31T00:00:00+00:00,2447.33,60
2021-12-30T00:00:00+00:00,2013.60,50
2021-12-29T00:00:00+00:00,1450.5,61.6
2021-12-28T00:00:00+00:00,2246.3911,59.996
2021-12-27T00:00:00+00:00,1515.89,59.52
2021-12-26T00:00:00+00:00,1621.84,57.25
2021-12-25T00:00:00+00:00,1300.0774,54.745999999999995
2021-12-24T00:00:00+00:00,1151.98,54.345
2021-12-23T00:00:00+00:00,1312.0238,52.545
2021-12-22T00:00:00+00:00,1094.39,52.845
2021-12-21T00:00:00+00:00,716.425,51.2
2021-12-20T00:00:00+00:00,400.69,52.013999999999996
2021-12-19T00:00:00+00:00,907.60069,49.2
2021-12-18T00:00:00+00:00,619.868,48
2021-12-17T00:00:00+00:00,711.4984102196034,50
2021-12-16T00:00:00+00:00,1408.7277336549414,50.187
2021-12-15T00:00:00+00:00,896.941,49.8
2021-12-14T00:00:00+00:00,1117.7415,50
2021-12-13T00:00:00+00:00,1004.951,47.8003
2021-12-12T00:00:00+00:00,857.88,52.718999999999994
2021-12-11T00:00:00+00:00,1030.139,50
2021-12-10T00:00:00+00:00,1339.5452,52.05
2021-12-09T00:00:00+00:00,1376.2039,49.56138
2021-12-08T00:00:00+00:00,516.009,53.6693
2021-12-07T00:00:00+00:00,853.74,50.4
2021-12-06T00:00:00+00:00,820.3809,47.2566
2021-12-05T00:00:00+00:00,851.5421999999999,47.7393
2021-12-04T00:00:00+00:00,1813.8885,51.95
2021-12-03T00:00:00+00:00,1838.615,50
2021-12-02T00:00:00+00:00,1061.6994999999997,43.65105
2021-12-01T00:00:00+00:00,836.93,47.29
2021-11-30T00:00:00+00:00,774.2006999999994,43.378599999999764
2021-11-29T00:00:00+00:00,1398.47138,49
2021-11-28T00:00:00+00:00,906.26,46.665
2021-11-27T00:00:00+00:00,730.941,40.0009
2021-11-26T00:00:00+00:00,962.7169,45.494
2021-11-25T00:00:00+00:00,699.8123,44
2021-11-24T00:00:00+00:00,386.3639999999999,42.29919999999997
2021-11-23T00:00:00+00:00,362.89,43.6
2021-11-22T00:00:00+00:00,880.4097,41.907
2021-11-21T00:00:00+00:00,1145.2542,46.152
2021-11-20T00:00:00+00:00,1077.1567776678688,46.392
2021-11-19T00:00:00+00:00,1616.92569,48.25
2021-11-18T00:00:00+00:00,3061.2376408817792,52.6
2021-11-17T00:00:00+00:00,3293.6338,49.99
2021-11-16T00:00:00+00:00,5473.0365,46
2021-11-15T00:00:00+00:00,3775.9959,42.112100000000005
2021-11-14T00:00:00+00:00,3659.1972,41.9613
2021-11-13T00:00:00+00:00,4895.3943720278439,35
2021-11-12T00:00:00+00:00,2079.4549,33.33
2021-11-11T00:00:00+00:00,863.189,30.09
2021-11-10T00:00:00+00:00,965.7336,30.845
2021-11-09T00:00:00+00:00,630.69,28.758
2021-11-08T00:00:00+00:00,842.232,32.08
2021-11-07T00:00:00+00:00,559.22,31.56
2021-11-06T00:00:00+00:00,885.6743548387097,31.1
2021-11-05T00:00:00+00:00,635.61,30.8
2021-11-04T00:00:00+00:00,414.93,31.9
2021-11-03T00:00:00+00:00,792.069,31
2021-11-02T00:00:00+00:00,538.2358,32.54
2021-11-01T00:00:00+00:00,461.70,34
2021-10-31T00:00:00+00:00,785.071,33.6006
2021-10-30T00:00:00+00:00,482.78,37.729
2021-10-29T00:00:00+00:00,971.298,35.492000000000004
2021-10-28T00:00:00+00:00,752.444,32.618
2021-10-27T00:00:00+00:00,825.377,35.5
2021-10-26T00:00:00+00:00,494.4999,36.99991
2021-10-25T00:00:00+00:00,801.599,34.977
2021-10-24T00:00:00+00:00,466.5,38
2021-10-23T00:00:00+00:00,1705.833,33.24
2021-10-22T00:00:00+00:00,954.3216101214575,29.956999999999997
2021-10-21T00:00:00+00:00,1077.41,28
2021-10-20T00:00:00+00:00,858.6404,31.9926
2021-10-19T00:00:00+00:00,1467.0178,32.563
2021-10-18T00:00:00+00:00,363.81,32.791000000000004
2021-10-17T00:00:00+00:00,297.873,33.6612
2021-10-16T00:00:00+00:00,327.51,34.164
2021-10-15T00:00:00+00:00,581.899,36.918
2021-10-14T00:00:00+00:00,1056.95,34.234
2021-10-13T00:00:00+00:00,747.44,36.592
2021-10-12T00:00:00+00:00,588.880969,36.207
2021-10-11T00:00:00+00:00,355.98,36.88
2021-10-10T00:00:00+00:00,757.2379,35.905
2021-10-09T00:00:00+00:00,754.0569,39.488
2021-10-08T00:00:00+00:00,1172.839,35.81
2021-10-07T00:00:00+00:00,587.01,36.176
2021-10-06T00:00:00+00:00,749.181,35.8484
2021-10-05T00:00:00+00:00,1059.855,37.7392
2021-10-04T00:00:00+00:00,922.8237095131399,40
2021-10-03T00:00:00+00:00,889.24,41
2021-10-02T00:00:00+00:00,1175.2699,40
2021-10-01T00:00:00+00:00,985.32,39.45
2021-09-30T00:00:00+00:00,1920.37,38.81
2021-09-29T00:00:00+00:00,688.6487,37.12
2021-09-28T00:00:00+00:00,725.67,38.95
2021-09-27T00:00:00+00:00,518.815,34.3858
2021-09-26T00:00:00+00:00,1130.5720284611142,38.5
2021-09-25T00:00:00+00:00,500.6930266036124,39.04
2021-09-24T00:00:00+00:00,929.711,38
2021-09-23T00:00:00+00:00,705.11,37.1
2021-09-22T00:00:00+00:00,541.44,38.796
2021-09-21T00:00:00+00:00,724.4222605679401,36.985
2021-09-20T00:00:00+00:00,760.2952,34.4123
2021-09-19T00:00:00+00:00,364.7069,35.303
2021-09-18T00:00:00+00:00,770.436,35.5307
2021-09-17T00:00:00+00:00,1309.11,36.804
2021-09-16T00:00:00+00:00,1979.8517,39.73
2021-09-15T00:00:00+00:00,1651.6631,35
2021-09-14T00:00:00+00:00,680.2595,26.8138
2021-09-13T00:00:00+00:00,342.46,31.5
2021-09-12T00:00:00+00:00,449.18,31.2
2021-09-11T00:00:00+00:00,439.605,31.65
2021-09-10T00:00:00+00:00,1909.2406765976353,32.9
2021-09-09T00:00:00+00:00,1223.3470,37.433
2021-09-08T00:00:00+00:00,745.7659,39.464760000000005
2021-09-07T00:00:00+00:00,859.81596,38.106
2021-09-06T00:00:00+00:00,2789.5934,39.143
2021-09-05T00:00:00+00:00,3273.4078445924979,29.1
2021-09-04T00:00:00+00:00,851.8769,35.925
2021-09-03T00:00:00+00:00,2038.9935,40
2021-09-02T00:00:00+00:00,2823.249,35.160000000000004
2021-09-01T00:00:00+00:00,3125.98,38
2021-08-31T00:00:00+00:00,2690.0258,44.051
2021-08-30T00:00:00+00:00,4767.3743719711004,43.6
2021-08-29T00:00:00+00:00,6269.84458203125,38.756099999999996
2021-08-28T00:00:00+00:00,16485.5475846981756,42
2021-08-27T00:00:00+00:00,2760.687691118354,38.954
2021-08-26T00:00:00+00:00,4058.3153174091474,35.41
2021-08-25T00:00:00+00:00,3849.9110,34.394000000000005
2021-08-24T00:00:00+00:00,4775.3427,31
2021-08-23T00:00:00+00:00,5801.7916368403831,24.5
2021-08-22T00:00:00+00:00,1749.5676592194183,22.4
2021-08-21T00:00:00+00:00,6288.8549296250008,20
2021-08-20T00:00:00+00:00,3223.8881629460878,16.494
2021-08-19T00:00:00+00:00,593.9431,13.28
2021-08-18T00:00:00+00:00,536.697,14.515
2021-08-17T00:00:00+00:00,567.5476612918777,14.245000000000001
2021-08-16T00:00:00+00:00,621.9258,12.799
2021-08-15T00:00:00+00:00,859.9891569819481,13
2021-08-14T00:00:00+00:00,1034.7081931169290,12
2021-08-13T00:00:00+00:00,734.0303,13.266
2021-08-12T00:00:00+00:00,690.2227,12.66
2021-08-11T00:00:00+00:00,1515.0133821882412,12.996
2021-08-10T00:00:00+00:00,1166.9004,13.4
2021-08-09T00:00:00+00:00,1216.6846,13.816
2021-08-08T00:00:00+00:00,1938.024,13.894
2021-08-07T00:00:00+00:00,1842.0374650470077,15.1
2021-08-06T00:00:00+00:00,2290.4350748404899,14.77
2021-08-05T00:00:00+00:00,2959.7518471831905,14
2021-08-04T00:00:00+00:00,6712.0793583986722,11.89
2021-08-03T00:00:00+00:00,2193.19330589223307,8.55
2021-08-02T00:00:00+00:00,1043.82159184783237,8.1
2021-08-01T00:00:00+00:00,3002.97082087352551,7.54142
2021-07-31T00:00:00+00:00,1378.85755477439959,6.2465
2021-07-30T00:00:00+00:00,458.15465429386442,5.17
